,salary,tool
45254,27500,鼎新
45255,29232,
45256,43500,PHP
45256,43500,MySQL
45256,43500,HTML
45256,43500,JavaScript
45256,43500,CSS
45257,62500,Linux
45257,62500,PHP
45257,62500,MySQL
45257,62500,HTML
45257,62500,JavaScript
45257,62500,CSS
45258,52500,ASP.NET
45258,52500,C
45258,52500,C#
45258,52500,Python
45258,52500,MySQL
45258,52500,JavaScript
45259,35000,MSSQL
45259,35000,MySQL
45259,35000,Oracle
45260,40000,WindowsServer2012
45261,50000,
45263,37500,C#
45263,37500,PHP
45263,37500,HTML
45263,37500,JavaScript
45263,37500,CSS
45265,43950,Linux
45265,43950,Shell
45265,43950,DB2
45265,43950,MSSQL
45265,43950,Oracle
45265,43950,PostgreSQL
45265,43950,Firewall
45265,43950,HTTP
45265,43950,Security
45265,43950,TCP/IP
45266,45000,MSSQL
45266,45000,Oracle
45266,45000,PostgreSQL
45267,45000,
45268,40000,Linux
45269,42000,AJAX
45269,42000,C#
45269,42000,Java
45269,42000,JavaScript
45269,42000,jQuery
45270,50000,Linux
45270,50000,Github
45270,50000,MySQL
45270,50000,AWS
45272,40000,PHP
45272,40000,MSSQL
45273,34000,
45275,40000,Excel
45275,40000,Outlook
45275,40000,Word
45276,50000,Linux
45276,50000,Shell
45276,50000,WindowsServer2012
45276,50000,Windows10
45281,35000,Windows2000
45281,35000,Windows2003
45281,35000,WindowsXP
45281,35000,Windows7
45281,35000,WindowsServer2008
45281,35000,WindowsServer2012
45281,35000,Windows10
45281,35000,C
45281,35000,C#
45281,35000,C++
45281,35000,VBA
45281,35000,VisualBasic
45281,35000,VisualBasic.net
45281,35000,Access
45281,35000,MSSQL
45281,35000,Vmware
45281,35000,TCP/IP
45281,35000,AdobeAcrobat
45281,35000,Excel
45281,35000,Outlook
45281,35000,PowerPoint
45281,35000,Word
45281,35000,中文打字50~75
45281,35000,英文打字100~125
45281,35000,AutoCAD
45282,29580,
45283,45000,Windows2000
45283,45000,Windows2003
45283,45000,WindowsXP
45283,45000,Windows7
45283,45000,WindowsServer2008
45283,45000,WindowsServer2012
45283,45000,Windows10
45283,45000,C
45283,45000,C#
45283,45000,C++
45283,45000,VBA
45283,45000,VisualBasic
45283,45000,VisualBasic.net
45283,45000,Access
45283,45000,MSSQL
45283,45000,Vmware
45283,45000,TCP/IP
45283,45000,AdobeAcrobat
45283,45000,Excel
45283,45000,Outlook
45283,45000,PowerPoint
45283,45000,Word
45283,45000,中文打字50~75
45283,45000,英文打字100~125
45283,45000,AutoCAD
45284,41000,
45285,43000,Linux
45286,43500,ASP.NET
45286,43500,Java
45286,43500,Python
45286,43500,MSSQL
45287,37000,Linux
45287,37000,Git
45287,37000,PHP
45287,37000,MySQL
45287,37000,HTML
45287,37000,JavaScript
45287,37000,jQuery
45287,37000,CSS
45287,37000,Node.js
45287,37000,ReactJS
45287,37000,AngularJS
45287,37000,VueJS
45291,40000,PHP
45291,40000,ANSISQL
45293,35000,C#
45293,35000,MySQL
45293,35000,PLC
45294,42500,C
45294,42500,C++
45294,42500,Python
45294,42500,R
45294,42500,MySQL
45295,44750,C#
45295,44750,Python
45295,44750,MSSQL
45298,29000,
45299,40000,Linux
45299,40000,Java
45299,40000,JDBC
45299,40000,MySQL
45301,47500,Linux
45301,47500,AJAX
45301,47500,C#
45301,47500,C++
45301,47500,Java
45301,47500,PHP
45301,47500,Python
45301,47500,VisualC#
45301,47500,VisualC++
45301,47500,VisualStudio
45301,47500,VisualStudio.net
45301,47500,MSSQL
45301,47500,MySQL
45301,47500,HTML
45301,47500,JavaScript
45301,47500,jQuery
45301,47500,CSS
45301,47500,Node.js
45302,50000,Linux
45302,50000,C#
45302,50000,C++
45302,50000,Java
45302,50000,VisualC#
45302,50000,VisualStudio
45302,50000,DatabaseAdministrator
45302,50000,DatabaseManagement
45302,50000,MSSQL
45302,50000,MySQL
45302,50000,Vmware
45303,35000,
45306,35000,
45307,68500,Git
45307,68500,C#
45307,68500,C++
45307,68500,Python
45307,68500,MSSQL
45307,68500,PostgreSQL
45307,68500,AWS
45310,40000,Windows7
45310,40000,WindowsServer2008
45310,40000,WindowsServer2012
45310,40000,Windows10
45310,40000,Firewall
45310,40000,TCP/IP
45310,40000,VPN
45310,40000,鼎新
45312,38500,ASP.NET
45312,38500,C#
45312,38500,MSSQL
45313,39000,
45316,37500,Excel
45316,37500,Outlook
45316,37500,PowerPoint
45316,37500,Word
45316,37500,中文打字50~75
45316,37500,英文打字75~100
45317,55800,
45319,42500,
45320,40000,
45321,41750,
45322,70000,
45323,30000,Excel
45323,30000,PowerPoint
45323,30000,Word
45323,30000,AdobePhotoshop
45324,30000,Excel
45324,30000,PowerPoint
45324,30000,Word
45327,32625,MSSQL
45327,32625,HTML
45327,32625,JavaScript
45327,32625,jQuery
45327,32625,CSS
45331,84615,
45332,45000,Delphi
45332,45000,Java
45332,45000,MSSQL
45332,45000,Oracle
45332,45000,PL/SQL
45332,45000,WebMaster/Developer
45332,45000,XML
45332,45000,FTP
45338,41000,
45339,41750,
45340,40250,
45341,48000,
45343,43000,
45344,42500,
45345,38500,HTML
45345,38500,JavaScript
45345,38500,jQuery
45345,38500,CSS
45346,52500,
45347,44000,
45349,40000,ASP.NET
45349,40000,C#
45349,40000,VisualBasic.net
45349,40000,MSSQL
45349,40000,Oracle
45349,40000,jQuery
45352,40000,ASP.NET
45352,40000,MSSQL
45352,40000,JavaScript
45352,40000,jQuery
45352,40000,Node.js
45352,40000,ReactJS
45352,40000,VueJS
45353,60000,Linux
45353,60000,Git
45353,60000,PHP
45353,60000,MySQL
45353,60000,JavaScript
45357,32625,MSSQL
45357,32625,HTML
45357,32625,JavaScript
45357,32625,jQuery
45357,32625,CSS
45361,84615,
45362,45000,Delphi
45362,45000,Java
45362,45000,MSSQL
45362,45000,Oracle
45362,45000,PL/SQL
45362,45000,WebMaster/Developer
45362,45000,XML
45362,45000,FTP
45368,41000,
45369,41750,
45370,40250,
45371,48000,
45373,43000,
45374,42500,
45375,38500,HTML
45375,38500,JavaScript
45375,38500,jQuery
45375,38500,CSS
45376,52500,
45377,44000,
45379,40000,ASP.NET
45379,40000,C#
45379,40000,VisualBasic.net
45379,40000,MSSQL
45379,40000,Oracle
45379,40000,jQuery
45382,40000,ASP.NET
45382,40000,MSSQL
45382,40000,JavaScript
45382,40000,jQuery
45382,40000,Node.js
45382,40000,ReactJS
45382,40000,VueJS
45383,60000,Linux
45383,60000,Git
45383,60000,PHP
45383,60000,MySQL
45383,60000,JavaScript
45387,32625,MSSQL
45387,32625,HTML
45387,32625,JavaScript
45387,32625,jQuery
45387,32625,CSS
45391,84615,
45392,45000,Delphi
45392,45000,Java
45392,45000,MSSQL
45392,45000,Oracle
45392,45000,PL/SQL
45392,45000,WebMaster/Developer
45392,45000,XML
45392,45000,FTP
45398,41000,
45399,41750,
45400,40250,
45401,48000,
45403,43000,
45404,42500,
45405,38500,HTML
45405,38500,JavaScript
45405,38500,jQuery
45405,38500,CSS
45406,52500,
45407,44000,
45409,40000,ASP.NET
45409,40000,C#
45409,40000,VisualBasic.net
45409,40000,MSSQL
45409,40000,Oracle
45409,40000,jQuery
45412,40000,ASP.NET
45412,40000,MSSQL
45412,40000,JavaScript
45412,40000,jQuery
45412,40000,Node.js
45412,40000,ReactJS
45412,40000,VueJS
45413,60000,Linux
45413,60000,Git
45413,60000,PHP
45413,60000,MySQL
45413,60000,JavaScript
45417,32625,MSSQL
45417,32625,HTML
45417,32625,JavaScript
45417,32625,jQuery
45417,32625,CSS
45421,84615,
45422,45000,Delphi
45422,45000,Java
45422,45000,MSSQL
45422,45000,Oracle
45422,45000,PL/SQL
45422,45000,WebMaster/Developer
45422,45000,XML
45422,45000,FTP
45428,41000,
45429,41750,
45430,40250,
45431,48000,
45433,43000,
45434,42500,
45435,38500,HTML
45435,38500,JavaScript
45435,38500,jQuery
45435,38500,CSS
45436,52500,
45437,44000,
45439,40000,ASP.NET
45439,40000,C#
45439,40000,VisualBasic.net
45439,40000,MSSQL
45439,40000,Oracle
45439,40000,jQuery
45442,50000,Linux
45442,50000,WindowsServer2012
45442,50000,Vmware
45442,50000,Firewall
45442,50000,LAN
45442,50000,TCP/IP
45442,50000,VLAN
45442,50000,VPN
45446,38000,HTML
45446,38000,TCP/IP
45447,45000,Excel
45447,45000,PowerPoint
45447,45000,Word
45453,77500,ASP.NET
45453,77500,C#
45453,77500,VisualC#
45453,77500,VisualStudio.net
45453,77500,MSSQL
45453,77500,jQuery
45455,38000,Python
45455,38000,R
45455,38000,MSSQL
45457,47500,ASP.NET
45457,47500,C#
45457,47500,VisualC#
45457,47500,VisualStudio.net
45457,47500,MSSQL
45462,35000,ASP.NET
45462,35000,MSSQL
45463,50000,Git
45463,50000,PHP
45463,50000,MySQL
45463,50000,HTML
45463,50000,JavaScript
45463,50000,CSS
45463,50000,ReactJS
45466,43500,
45467,36000,
45468,46500,
45472,30797,
45474,34000,ASP.NET
45474,34000,C
45474,34000,C#
45474,34000,JavaScript
45474,34000,jQuery
45475,56000,
45476,32500,Excel
45476,32500,InternetExplorer
45476,32500,Outlook
45476,32500,PowerPoint
45476,32500,Word
45477,76923,ASP.NET
45477,76923,C#
45477,76923,VisualBasic.net
45477,76923,MSSQL
45477,76923,JavaScript
45477,76923,jQuery
45480,34000,C
45480,34000,C#
45483,33000,Linux
45483,33000,Shell
45483,33000,WindowsServer2012
45483,33000,Github
45483,33000,Git
45483,33000,MySQL
45483,33000,AWS
45483,33000,DNS
45483,33000,Firewall
45483,33000,HTTP
45483,33000,Security
45483,33000,ssh
45483,33000,TCP/IP
45491,26625,ASP.NET
45491,26625,Java
45491,26625,Oracle
45494,70000,Linux
45494,70000,HTTP
45494,70000,TCP/IP
45496,65000,Java
45496,65000,PHP
45496,65000,Spring
45496,65000,MySQL
45496,65000,JavaScript
45496,65000,VueJS
45498,36000,Python
45498,36000,MySQL
45498,36000,Excel
45498,36000,PowerPoint
45498,36000,Word
45499,40000,Excel
45499,40000,Word
45502,30797,
45504,34000,ASP.NET
45504,34000,C
45504,34000,C#
45504,34000,JavaScript
45504,34000,jQuery
45505,56000,
45506,32500,Excel
45506,32500,InternetExplorer
45506,32500,Outlook
45506,32500,PowerPoint
45506,32500,Word
45507,76923,ASP.NET
45507,76923,C#
45507,76923,VisualBasic.net
45507,76923,MSSQL
45507,76923,JavaScript
45507,76923,jQuery
45510,34000,C
45510,34000,C#
45513,33000,Linux
45513,33000,Shell
45513,33000,WindowsServer2012
45513,33000,Github
45513,33000,Git
45513,33000,MySQL
45513,33000,AWS
45513,33000,DNS
45513,33000,Firewall
45513,33000,HTTP
45513,33000,Security
45513,33000,ssh
45513,33000,TCP/IP
45521,26625,ASP.NET
45521,26625,Java
45521,26625,Oracle
45524,70000,Linux
45524,70000,HTTP
45524,70000,TCP/IP
45526,65000,Java
45526,65000,PHP
45526,65000,Spring
45526,65000,MySQL
45526,65000,JavaScript
45526,65000,VueJS
45528,36000,Python
45528,36000,MySQL
45528,36000,Excel
45528,36000,PowerPoint
45528,36000,Word
45529,40000,Excel
45529,40000,Word
45532,30797,
45534,34000,ASP.NET
45534,34000,C
45534,34000,C#
45534,34000,JavaScript
45534,34000,jQuery
45535,56000,
45536,32500,Excel
45536,32500,InternetExplorer
45536,32500,Outlook
45536,32500,PowerPoint
45536,32500,Word
45537,76923,ASP.NET
45537,76923,C#
45537,76923,VisualBasic.net
45537,76923,MSSQL
45537,76923,JavaScript
45537,76923,jQuery
45540,34000,C
45540,34000,C#
45543,33000,Linux
45543,33000,Shell
45543,33000,WindowsServer2012
45543,33000,Github
45543,33000,Git
45543,33000,MySQL
45543,33000,AWS
45543,33000,DNS
45543,33000,Firewall
45543,33000,HTTP
45543,33000,Security
45543,33000,ssh
45543,33000,TCP/IP
45551,26625,ASP.NET
45551,26625,Java
45551,26625,Oracle
45554,70000,Linux
45554,70000,HTTP
45554,70000,TCP/IP
45556,65000,Java
45556,65000,PHP
45556,65000,Spring
45556,65000,MySQL
45556,65000,JavaScript
45556,65000,VueJS
45558,36000,Python
45558,36000,MySQL
45558,36000,Excel
45558,36000,PowerPoint
45558,36000,Word
45559,40000,Excel
45559,40000,Word
45562,30797,
45564,34000,ASP.NET
45564,34000,C
45564,34000,C#
45564,34000,JavaScript
45564,34000,jQuery
45565,56000,
45566,32500,Excel
45566,32500,InternetExplorer
45566,32500,Outlook
45566,32500,PowerPoint
45566,32500,Word
45567,76923,ASP.NET
45567,76923,C#
45567,76923,VisualBasic.net
45567,76923,MSSQL
45567,76923,JavaScript
45567,76923,jQuery
45570,34000,C
45570,34000,C#
45573,33000,Linux
45573,33000,Shell
45573,33000,WindowsServer2012
45573,33000,Github
45573,33000,Git
45573,33000,MySQL
45573,33000,AWS
45573,33000,DNS
45573,33000,Firewall
45573,33000,HTTP
45573,33000,Security
45573,33000,ssh
45573,33000,TCP/IP
45581,26625,ASP.NET
45581,26625,Java
45581,26625,Oracle
45584,70000,Linux
45584,70000,HTTP
45584,70000,TCP/IP
45586,65000,Java
45586,65000,PHP
45586,65000,Spring
45586,65000,MySQL
45586,65000,JavaScript
45586,65000,VueJS
45588,36000,Python
45588,36000,MySQL
45588,36000,Excel
45588,36000,PowerPoint
45588,36000,Word
45589,40000,Excel
45589,40000,Word
45592,30797,
45594,34000,ASP.NET
45594,34000,C
45594,34000,C#
45594,34000,JavaScript
45594,34000,jQuery
45595,56000,
45596,32500,Excel
45596,32500,InternetExplorer
45596,32500,Outlook
45596,32500,PowerPoint
45596,32500,Word
45597,76923,ASP.NET
45597,76923,C#
45597,76923,VisualBasic.net
45597,76923,MSSQL
45597,76923,JavaScript
45597,76923,jQuery
45600,34000,C
45600,34000,C#
45603,33000,Linux
45603,33000,Shell
45603,33000,WindowsServer2012
45603,33000,Github
45603,33000,Git
45603,33000,MySQL
45603,33000,AWS
45603,33000,DNS
45603,33000,Firewall
45603,33000,HTTP
45603,33000,Security
45603,33000,ssh
45603,33000,TCP/IP
45611,26625,ASP.NET
45611,26625,Java
45611,26625,Oracle
45614,70000,Linux
45614,70000,HTTP
45614,70000,TCP/IP
45616,65000,Java
45616,65000,PHP
45616,65000,Spring
45616,65000,MySQL
45616,65000,JavaScript
45616,65000,VueJS
45618,36000,Python
45618,36000,MySQL
45618,36000,Excel
45618,36000,PowerPoint
45618,36000,Word
45619,40000,Excel
45619,40000,Word
45622,30797,
45624,34000,ASP.NET
45624,34000,C
45624,34000,C#
45624,34000,JavaScript
45624,34000,jQuery
45625,56000,
45626,32500,Excel
45626,32500,InternetExplorer
45626,32500,Outlook
45626,32500,PowerPoint
45626,32500,Word
45627,76923,ASP.NET
45627,76923,C#
45627,76923,VisualBasic.net
45627,76923,MSSQL
45627,76923,JavaScript
45627,76923,jQuery
45630,34000,C
45630,34000,C#
45633,33000,Linux
45633,33000,Shell
45633,33000,WindowsServer2012
45633,33000,Github
45633,33000,Git
45633,33000,MySQL
45633,33000,AWS
45633,33000,DNS
45633,33000,Firewall
45633,33000,HTTP
45633,33000,Security
45633,33000,ssh
45633,33000,TCP/IP
45641,26625,ASP.NET
45641,26625,Java
45641,26625,Oracle
45644,70000,Linux
45644,70000,HTTP
45644,70000,TCP/IP
45646,65000,Java
45646,65000,PHP
45646,65000,Spring
45646,65000,MySQL
45646,65000,JavaScript
45646,65000,VueJS
45648,36000,Python
45648,36000,MySQL
45648,36000,Excel
45648,36000,PowerPoint
45648,36000,Word
45649,40000,Excel
45649,40000,Word
45652,30797,
45654,34000,ASP.NET
45654,34000,C
45654,34000,C#
45654,34000,JavaScript
45654,34000,jQuery
45655,56000,
45656,32500,Excel
45656,32500,InternetExplorer
45656,32500,Outlook
45656,32500,PowerPoint
45656,32500,Word
45657,76923,ASP.NET
45657,76923,C#
45657,76923,VisualBasic.net
45657,76923,MSSQL
45657,76923,JavaScript
45657,76923,jQuery
45659,33440,
45662,43000,Java
45662,43000,Oracle
45662,43000,PL/SQL
45663,43000,Android
45663,43000,VisualStudio
45663,43000,VisualStudio.net
45663,43000,Objective-C
45663,43000,SWIFT
45663,43000,Kotlin
45664,50500,
45665,38500,ASP.NET
45665,38500,C#
45665,38500,VisualStudio.net
45665,38500,VueJS
45670,43000,ASP.NET
45670,43000,C#
45670,43000,C++
45670,43000,jQuery
45670,43000,ReactJS
45670,43000,AngularJS
45671,43000,ASP.NET
45671,43000,C#
45671,43000,MSSQL
45672,43000,Java
45672,43000,MSSQL
45672,43000,Oracle
45672,43000,PL/SQL
45673,36000,Linux
45673,36000,C#
45673,36000,Oracle
45673,36000,PostgreSQL
45673,36000,Vmware
45683,60000,Linux
45683,60000,Vmware
45683,60000,Cisco
45685,50000,C#
45686,50000,Cisco
45686,50000,Firewall
45689,33440,
45692,43000,Java
45692,43000,Oracle
45692,43000,PL/SQL
45693,43000,Android
45693,43000,VisualStudio
45693,43000,VisualStudio.net
45693,43000,Objective-C
45693,43000,SWIFT
45693,43000,Kotlin
45694,50500,
45695,38500,ASP.NET
45695,38500,C#
45695,38500,VisualStudio.net
45695,38500,VueJS
45700,43000,ASP.NET
45700,43000,C#
45700,43000,C++
45700,43000,jQuery
45700,43000,ReactJS
45700,43000,AngularJS
45701,43000,ASP.NET
45701,43000,C#
45701,43000,MSSQL
45702,43000,Java
45702,43000,MSSQL
45702,43000,Oracle
45702,43000,PL/SQL
45703,36000,Linux
45703,36000,C#
45703,36000,Oracle
45703,36000,PostgreSQL
45703,36000,Vmware
45713,60000,Linux
45713,60000,Vmware
45713,60000,Cisco
45715,50000,C#
45716,50000,Cisco
45716,50000,Firewall
45719,33440,
45722,43000,Java
45722,43000,Oracle
45722,43000,PL/SQL
45723,43000,Android
45723,43000,VisualStudio
45723,43000,VisualStudio.net
45723,43000,Objective-C
45723,43000,SWIFT
45723,43000,Kotlin
45724,50500,
45725,38500,ASP.NET
45725,38500,C#
45725,38500,VisualStudio.net
45725,38500,VueJS
45730,43000,ASP.NET
45730,43000,C#
45730,43000,C++
45730,43000,jQuery
45730,43000,ReactJS
45730,43000,AngularJS
45731,43000,ASP.NET
45731,43000,C#
45731,43000,MSSQL
45732,43000,Java
45732,43000,MSSQL
45732,43000,Oracle
45732,43000,PL/SQL
45733,36000,Linux
45733,36000,C#
45733,36000,Oracle
45733,36000,PostgreSQL
45733,36000,Vmware
45743,60000,Linux
45743,60000,Vmware
45743,60000,Cisco
45745,50000,C#
45746,50000,Cisco
45746,50000,Firewall
45749,33440,
45752,43000,Java
45752,43000,Oracle
45752,43000,PL/SQL
45753,43000,Android
45753,43000,VisualStudio
45753,43000,VisualStudio.net
45753,43000,Objective-C
45753,43000,SWIFT
45753,43000,Kotlin
45754,50500,
45755,38500,ASP.NET
45755,38500,C#
45755,38500,VisualStudio.net
45755,38500,VueJS
45760,43000,ASP.NET
45760,43000,C#
45760,43000,C++
45760,43000,jQuery
45760,43000,ReactJS
45760,43000,AngularJS
45761,43000,ASP.NET
45761,43000,C#
45761,43000,MSSQL
45762,43000,Java
45762,43000,MSSQL
45762,43000,Oracle
45762,43000,PL/SQL
45763,36000,Linux
45763,36000,C#
45763,36000,Oracle
45763,36000,PostgreSQL
45763,36000,Vmware
45773,60000,Linux
45773,60000,Vmware
45773,60000,Cisco
45775,50000,C#
45776,50000,Cisco
45776,50000,Firewall
45779,33440,
45782,43000,Java
45782,43000,Oracle
45782,43000,PL/SQL
45783,43000,Android
45783,43000,VisualStudio
45783,43000,VisualStudio.net
45783,43000,Objective-C
45783,43000,SWIFT
45783,43000,Kotlin
45784,50500,
45785,38500,ASP.NET
45785,38500,C#
45785,38500,VisualStudio.net
45785,38500,VueJS
45790,43000,ASP.NET
45790,43000,C#
45790,43000,C++
45790,43000,jQuery
45790,43000,ReactJS
45790,43000,AngularJS
45791,43000,ASP.NET
45791,43000,C#
45791,43000,MSSQL
45792,43000,Java
45792,43000,MSSQL
45792,43000,Oracle
45792,43000,PL/SQL
45793,36000,Linux
45793,36000,C#
45793,36000,Oracle
45793,36000,PostgreSQL
45793,36000,Vmware
45803,60000,Linux
45803,60000,Vmware
45803,60000,Cisco
45805,50000,C#
45806,50000,Cisco
45806,50000,Firewall
45809,33440,
45812,43000,Java
45812,43000,Oracle
45812,43000,PL/SQL
45813,43000,Android
45813,43000,VisualStudio
45813,43000,VisualStudio.net
45813,43000,Objective-C
45813,43000,SWIFT
45813,43000,Kotlin
45814,39750,
45818,60000,AJAX
45818,60000,ASP.NET
45818,60000,C#
45818,60000,VisualC#
45818,60000,VisualStudio.net
45818,60000,MSSQL
45818,60000,MySQL
45818,60000,HTML
